award_key,funding_agency_name,awarding_agency_cd,awarding_agency_name,funding_tas,tas_sub_account,fiscal_year,fiscal_qtr,input_version,award_type,award_date,award_description, award_amount ,local_amount,project_name,project_description,project_status,job_creation,Cost Per Job,number_of_jobs,total_fed_arra_received,total_fed_arra_exp,total_infrastructure_exp,infrastrucutre_rationale,pop_state_cd,pop_country_cd,pop_city,pop_latitude,pop_longitude,vendor_duns
93927,Department of Health and Human Services,7500,Department of Health and Human Services,75-0131,,2013,4,1,Grant,2/8/2010,"The Wisconsin Relay of Electronic Data (WIRED) for Health Project is a public-private collaboration between the Wisconsin Department of Health Services (DHS) and a broad cross section of health care stakeholders. The goal of this four-year project is to build substantial health information exchange capacity statewide to support providersâ€™ meaningful use of electronic health records and enable the efficient, appropriate, and secure flow of information to optimize decisions for health. The approach is to plan, develop, and implement interoperable, standards-based, secure electronic exchange of patient and health data. The Governor created a WIRED for Health Board through an executive order to develop and implement a Strategic and Operational Plan for statewide HIE. The Board was to exist until such time as a qualified, non-profit corporation is designated by the Governor or created and designated in statutes specifically for the purpose of governing the implementation and operation of statewide HIE services.","9,441,000",1077320,Wisconsin Relay of Electronic Data (WIRED) for Health,"WISHIN, Inc., the Departmentâ€™s grant sub-recipient, is responsible for state-level HIE governance and implementation of WI's Plan for statewide HIE. Activities this quarter included: staffing and conducting WISHIN Board/committee/workgroup meetings; refining a transition plan from grant funding to revenue; completing the conversion of selected WISHIN contractors to permanent staff; continuing work on Program Information Notice (PIN) priorities for electronic lab results delivery, clinical summary exchange, and e-prescribing; developing a 2014 marketing plan; continuing implementation of robust HIE services (WISHIN Pulse and WISHIN Direct+) and recruitment of hospitals, clinics and payers to onboard to the HIE; activating interfaces with several clients, including the first in the Milwaukee community; conducting Patient Choice training for entities joining the HIE;  working with State Public Health and BioSense 2.0 to send syndromic surveillance data received from WISHINâ€™s hospital participants; completing reports to comply with ONC quarterly PIN priority forecasting/progress reporting for exchange of lab results, pharmacy orders, clinical summaries, and immunization data; beginning discussions with MN and IL HIEs regarding facilitating robust interstate HIE queries; negotiating contract provisions with Medicity (WISHINâ€™s HIE vendor) for next phase of services; successfully registering with Healtheway and meeting initial eligibility requirements; working with UW-Madison Population Health on WI HIE evaluation;  participating in Midwest Interstate HIE meetings; working with Medicaid and WHITEC on Meaningful Use progress; and exploring 90/10 funding opportunities with Medicaid that are beneficial to the Medicaid and the HIE.",More than 50% Completed,"This ARRA grant has enabled the creation of a new not-for-profit health information exchange organization/company, i.e., the Wisconsin Statewide Health Information Network (WISHIN), Inc. The ARRA jobs for this quarterly reporting period include the sub-recipient's (WISHIN) ten permanent positions (since last quarter WISHIN has added three new positions to replace some contracted positions) and contracted positions.  Permanent WISHIN positions include CEO, COO/Project Director, Administrative Assistant, two HIE Outreach Specialists, an Operations Project Manager, an Implementation Project Managment Team Supervisor, an Associate Trainer, a Project Manager, and a Compliance Analyst.  The sub-recipient also augmented its staff with contractors to do HIE implementation consulting and project management work.  The prime recipient created no ARRA funded jobs for this quarter.","932,905.14",10.12,8636536.89,8637009,,,WI,US,Madison,43.07210438,-89.38190551,
89546,U.S. Army Corps of Engineers - civil program financing only,96CE,U.S. Army Corps of Engineers - civil program financing only,96-3134,,2013,4,null,Grant,2/16/2010,Wastewater Treatment Upgrade,"1,450,000",1450000,Wastewater Treatment Plant,"PPA Signed - Engineer has completed design. Awaiting Certificate of Convenience and Necessity from Public Service Commission.  Project has been advertised and construction bids received. Closing and Preconstruction Meeting Held 2/27/13 Construction began first of May, 2013. Substantial Completion March 1, 2014.",More than 50% Completed,Construction,"143,422.35",10.11,1439988.71,1439988.71,1439988.71,Wastewater Treatment Plant Upgrade ,WV,US,Cowen,38.35126471,-80.46190461,
98697,Department of Health and Human Services,7500,Department of Health and Human Services,75-0131,,2013,4,null,Grant,3/15/2010,"Indiana Health Information Technology, Inc. goal is to improve the quality, safety, and efficiency of patient care by advancing Indiana's position as a leader in sustainable, secure, standards-based health information exchange. The State of Indiana will use the Cooperative Agreement Program (CAP) funding to achieve this goal by fulfilling five objectives: (i) Establish a governance structure that achieves broad-based stakeholder collaboration with transparency, buy-in and trust; (ii) Identify a path to continued sustainability by managing financial resources necessary to fund the State's HIE Strategic Plan and Operational Plan; (iii) Expand the technical infrastructure services that physically enable Health Information Exchange in a secure and appropriate manner; (iv) Expand upon the collaborative efforts between existing HIEs, the state, and regional extension centers to enhance health information exchange capacity within the state and enable meaningful use by providers statewide; and (v) Facilitate adoption of appropriate privacy and security frameworks to expand upon the existing interstate health information exchange. This approach will generate four critical outcomes that ultimately advance the quality of Indiana's health care delivery system: (i) The development of Indiana Health Information Technology, Inc., a state-designated audit, contract, and coordination entity that reflects broad stakeholder representation; (ii) The build-out of required health information exchange capabilities and services as required by CAP; (iii) Continued cultivation of a robust statewide network among the existing regional health information organizations (HIOs); and (iv) the expansion of HIE services to underserved areas. Indiana is fortunate to have five independent, private-sector, regionally-based HIOs, each of which has been operational and sustainable for at least five years. Through these five exchanges, more than 12 million patient records and 12,000 physicians statewide are part of Indiana's HIE networks. Key unifying priorities within the Indiana HIE Program will be a continual emphasis upon HIO board participation/observation, a deep commitment to compliance oversight, and an arms-length grant or contracting relationship with private sector parties. The State of Indiana believes this approach will promote collaboration and innovations among the state's five HIOs and, ultimately, enhance healthcare delivery. At the outset, the Indiana HIE Program will focus upon advancing statewide availability and adoption of exchange services which include: (i) electronic eligibility and claims transactions; (ii) electronic prescribing and refill requests; (iii) electronic laboratory ordering and results delivery; (iv) electronic public health reporting (e.g., immunizations); (v) quality reporting; (vi) prescription fill status and/or medication fill history; and (vii) clinical summary exchange for care coordination and patient engagement. Program success will be measured by the availability and adoption of HIE services statewide by the provider community. The governance, policy, and technical infrastructure of the Indiana HIE Program will adapt as needed to meet any changes to meaningful use requirements, ensuring the continued expansion of secure health information exchanges according to nationally recognized standards. As availability and adoption of these critical services increase, the State of Indiana expects to see significant health care cost savings and improved health outcomes for people in the State of Indiana. ","13,286,409",3469069,"INDIANA HIE COOPERATIVE AGREEMENT PROGRAM TO IMPROVE PATIENT CARE QUALITY, SAFETY, AND EFFICIENCY BY ADVANCING INDIANA'S HIT","Indiana HIE Cooperative Agreement Program to improve patient care quality, safety, and efficiency by advancing Indiana's leadership in sustainable, secure standards-based health information exchange.  Quarterly activities include:  educational speaking engagements; meetings with state HIOs re: connectivity and sustainability; outreach to hospitals, health centers and labs to encourage connection to a health information exchange to obtain connectivity incentives; work on additional projects including behavioral health and patient engagement.",More than 50% Completed,1-Statewide HIT Director/CEO; 1-Grant Coordinator; 10-Project/Product Managers/Coordinator; 9-IT Developers/Programmers; 1-Assoc. Dir. Medical Informatics; 1-Systems Engineers/Administrators; 3-Analysts; 3-Clinical Director/Faculty; 1-Assistant Dean; 3-Academic Faculty/Instructor;   5-Consultants; 4-General Manager/Supervisor; 1-Human Computer IS; 1-Outreach Specialist; 1-Core Support; 1- IS Officer;  1-Hourly Staff; 2-Data Warehouse Dev.,"1,314,184.87",10.11,9308538.83,9308538.83,0,,IN,US,Indianapolis,39.77138913,-86.15647297,
26044,Rural Housing Service,1.20E+04,Rural Housing Service,25-Dec,,2013,4,null,Loan,7/31/2009,Remodel/Expansion for an essential community facility - critical access hospital.,"17,000,000",17000000,The Community Hospital Association,Remodel work of 2b is complete. Radation Oncology area vault concrete is complete and are currently placing structual steel and completing the roofing. Will be working on interior by end of January.  ,More than 50% Completed,Construction and Architecture Jobs.,"1,688,182.72",10.07,15381847.85,15381847.85,0,,NE,US,McCook,40.2044132,-100.6087981,
96303,Department of Health and Human Services,7500,Department of Health and Human Services,75-0131,,2013,4,1,Grant,3/15/2010,"The purpose of the State Health Information Exchange Cooperative Agreement Program is to fund states’ efforts to rapidly build capacity for exchanging health information across the health care system both within and across states. Awardees are responsible for increasing connectivity and enabling patient-centric information flow to improve the quality and efficiency of care. Key to this is the continual evolution and advancement of necessary governance, policies, technical services, business operations, and financing mechanisms for HIE over each State and SDE’s four-year performance period. HIE4AK is building on existing efforts to advance regional and state level health information exchange. ","4,963,063",4963063,HIE4AK,"The purpose of the HIE4AK project is to continuously improve and expand HIE services over time to reach all health care providers in Alaska in an effort to improve the quality and efficiency of health care. The HIE vendor has provisioned a total 4,505 Direct mailboxes for providers, state employees and other entities who need to securely share PHI. Alaska is participating in the Lab Pilot to share lab results via Direct. Alaska was approved to move to Phase 2 HIE activities by the Office of the National Coordinator on February 27, 2013. The query based exchange went into production on June 26, 2013. Alaska is in the process of onboarding providers to the robust HIE.",More than 50% Completed,"Cognosante Vendor working on HIE Evaluation Services: 1.0 FTE QE 12/31/2013, 1.0 FTE QE 9/30/2013, 1.0 FTE QE 6/30/2013, 1.0 FTE QE 3/31/2013, 1.0 FTE QE 12/31/2012, 1.0 FTE QE 9/30/2012,  1.0 FTE QE 6/30/2012, 1.0 FTE QE 3/31/2012, 1.0 FTE QE 12/31/2011 Cognosante Staffing include Client Executive, HIE Evaluation Lead, HIE Business Process & Policy Consultant, National Perspective & Standards Consultant AeHN Vendor working on the HIE Build: 1.8 FTE QE 12/31/2013, 1.8 FTE QE 9/30/2013, 1.8 FTE QE 6/30/2013, 1.8 FTE QE 3/31/2013, 1.2 FTE QE 12/31/2012, 1.7 FTE QE 9/30/2012, 4.0 FTE QE 6/30/2012, 3.0 FTE QE 3/31/2012,  3.0 FTE QE 9/30/11 AeHN Staffing level of effort includes Executive Director, Project Manager, and HIE Educational/Trainer, Office Manager Orion Health (AeHN Sub-vendor): 4.75 FTE QE 12/31/2013, 4.75 FTE QE 9/30/2013, 4.75 FTE QE 6/30/2013, 4.75 FTE QE 3/31/2013, 4.5 FTE QE 12/31/2012, 4.0 FTE QE 9/30/2012, 4.0 FTE QE 6/30/2012, 12.5 FTE QE 3/31/2012, 14.0 FTE QE 12/31/2011 Project Manager/SaaS Director/Technical Architects/Hosting and Managed Services Staff/Project Team/Interface Staff Alaska DHSS-HCS Staffing: 2.5 FTE QE 12/31/2013, 2.5 FTE QE 9/30/2013, 2.5 FTE QE 6/30/2013, 2.5 FTE QE 3/31/2013, 2.5 FTE QE 12/31/2012, 2.5 FTE QE 9/30/2012, 2.5 FTE QE 6/30/2012, 2.5 FTE QE 3/31/2012, 2 FTE QE 12/31/2011 Alaska DHSS-HCS Staffing level of effort includes: State HIT Coordinator, Project Manager, Accountant IV, and Central DHSS IT staffing efforts Adjustments to Previous Quarter ARRA reports: DHSS-HCS Staffing: QE 6/30/2012 0.0, QE 3/31/2012 .5, QE9/30/10 1.5 FTE, QE 12/31/10 6.25 FTE, QE 3/31/11 4.52 FTE, QE 6/30/11 2.93, QE9/30/11 2.19 FTE, QE 12/31/2011 1.0 FTE AeHN Staffing: QE 9/30/2013 0.0 FTE, QE 6/30/2013 0.0 FTE, QE 3/31/2013 0.6 FTE, QE 12/31/2012 -0.5 FTE, QE 9/30/2012 -2.3 FTE, QE 6/30/12 1.0 FTE, QE 10/31/10 .5 FTE, QE 1/31/11 .5 FTE, QE 3/31/11 1.5 FTE, QE 12/31/2011 .5 FTE Orion Health Staffing: QE 9/30/2013 0.0 FTE, QE 6/30/2013 0.0 FTE, QE 3/31/2013 0.25 FTE, QE 12/31/12 0.5 FTE, QE 6/30/12 -8.5 FTE, QE 3/31/12 -1.5 FTE; QE 12/31/11 2.00 FTE ","493,837.11",10.05,3934725,4577489,0,,AK,US,Anchorage,61.18744,-149.886544,
96986,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,1,Loan,3/23/2010,"544 - (Combo Loan & Grant) Water Only - 09/10 Stimulus - The proposed project is to construct new water treatment facilities on the sites of three (3) existing well sites, construction of new water supply well to replaced two wells that are or will be abandoned, 500,000 gallon elevated water storage tank and one (1) new water supply well and treatment facility on Radio Island, and necessary appurtenances.  ","4,932,000",4932000,2009 Water System Improvements,"Phase 1 - Contract 60 - Water Treatment Plant No. 1 has been completed. It was funded by Public Water Supply funds. Phase 2 has been Advertised for Bid on September 9, 2012 and the Town will received Bids on October 24, 2012. Notice of Award dated November 13, 2012 for CN71 to Geo. Raper & Son; CN72 to Magette Well & Pump Company; and CN 73 to Caldwell Tanks. Notice to Proceed issued for all three contracts effective March 18, 2013.  Construction has started for CN71, CN72, and CN73. Last Progress Meeting was held November 21, 2013.  CN72 is complete upon samples being collected.",More than 50% Completed,"Represent Engingeering, Technicians and Surveyor efforts to development final plans and specifications.    Construction.","491,724.83",10.03,3109332.45,3109332.45,0,"The funding whenever it is expended will help preserve & create jobs and promote economic recovery in the area.  This area has been greatly impacted by the recession.  The upgrades to the water system will improve the utilities efficiency, improve services to the users, and will be an investment in infrastructure with long-term economic benefits.  The low interest rate loan will help stablize the city's budgets and avoid reductions in essential services.  ",NC,US,Morehead City,34.72136349,-76.7112703,
124013,Federal Highway Administration,6925,Federal Highway Administration,69-0106,,2013,4,1,Grant,7/21/2010,The purpose of this proposed action is to reduce roadway congestion and improve safety at the at-grade crossing of 71st Street by the IHB and CSX. Construct a grade-seperation structure to route highway either over or under the railroad.,"20,296,542",20296542,Create Project GS14 71st Street Grade Seperation,Construct a grade seperation structure to replace at gate crossing on FAU 1537 (71st Street) at the CSX/IHB Railroad.,More than 50% Completed,"Jobs will by created with bid work that constructs an overpass or underpass at 71st St. in Bridgeview, IL, that eliminates a current at-grade level conflict with the CSX/IHB Railroad.  In this quarter this project kept 114 employees on the job site for a total of 5,204 hours worked from October 1, 2013 to December 31, 2013.","2,027,626.57",10.01,15119453.91,15119453.91,15119453.91,"To invest in transportation, environmental protection, and other infrastructure that will provide long-term economic benefits.",IL,US,Riverdale,41.65023942,-87.63019975,
9607,Department of Justice,1500,Department of Justice,15-0412,,2013,4,null,Grant,7/1/2009,"The COPS Hiring Recovery Program (CHRP) provides funding directly to law enforcement officers in an effort to create and preserve jobs, and to increase their community policing capacity and crime prevention efforts.  ","2,306,860",2306860,COPS Hiring Recovery Program,"In January 2012 4 lateral transfer officers were hired and have completed their APD orientation and field training. This will now fill the vacancies that we had. As of 10/1/2012 all ten positions are filled and the officers hired uder this program are currently strategicaly deployed throughout the City of Albany as part of our Community Policing efforts. as of 12/12 all officers hired under this funding continue to be deployed in the field in furtherance of our departments community policing efforts. 04/13, for the purpose of this reporting period, all officers remain in the field as the City of Albany continues to deploy it's Community Policing initiatives. as of 7/10/13 for the purpose of this reporting period, all officers remain in the field as the City of Albany continues to deploy it's Community Policing initiatives.As of the date of this report for the third quarter of 2013, all officers hired under this funding continue to be deployed in the field in furtherance of our departments community policing efforts. 01/01/14 there has been no change at this time.",Completed,"10 officers were hired on January 19, 2010.  I recruit officer dropped out after only a few days of training. July 2010 - 7 recruits successfully complete academy training and begin field training. October 2010, 2 recruit officers fail to meet minimum standards.   Monies reported here cover 2nd (8.5 FTE) and 3rd (8.8 FTE) quarter 2010. Reimbursement for these periods occurred during the 4th quarter. April 2011 - Funds reported here are for reimbursement received in March for 4th quarter 2010 activities.   7/2011 - Funds reported here represent hours worked during 1st quarter 2011. 10/2011 - Funds reported here represent hours worked during the 2nd quarter 2011. 01/2012 - Funds reported here represent hours worked during the 3rd quarter 2011. 3/2012 funds reported here are for the first quarter of 2012. Positions created have allowed for creation of a Neighborhood Engagement Unit in which officers are partnering with the community to identify, prioritize and respond to neighborhood problems. 7/2012 - Reporting on hours worked and amount vouchered for the first quarter of 2012. funds reported here are for the third quarter of 2012. 04/13, for the purpose of this reporting period there has been no change in the jobs created. as of 07/10/13 there has been no change in the jobs created, One officer hired under the funding as a lateral from NYC did leave and return to NYPD and his position was immediatly filled with a new hire.09/30/13, there was no change from the previous reporting period.   ","230,686.00",10,2157845.05,2157845.05,0,,NY,US,Albany,42.65891078,-73.7575878,
15903,Federal Transit Administration,6955,Federal Transit Administration,69-1101,N/A,2013,4,1,Grant,7/31/2009,"The Fairbanks North Star Borough is investing in Public Transportation by making various capital purchases to include bus enunciators, a new bus wash, security cameras for our paratransit vehicles and fixed route buses, security at our maintenance facility, a replacement tire mounting unit, luminator signs and a replacement diesel fuel dispenser.","763,234",763234,"09 ARRA 5307 Vans (4), P&R, ADA Fac, equip","The Fairbanks North Star Borough is working with Route Match on upgrading the Advanced Transportation Operating System.  The FNSB  issued a 'Cure Notice' to which Routematch has responded regarding their performance of non-compliant work.  Routematch is currently working on meeting those requirements. The Fairbanks North Star Borough anticipates a  new  'Go Live' date of February 2014, due to testing and making adjustments. ",More than 50% Completed,The Routematch Contract to implement the FNSB Advanced Operating Transportation System sustained jobs for ten employees.   Their total hours combined for the quarter are 168.5. ,"76,323.40",10,656753,656753.08,569546.5,"Purpose #4:  To invest in transportation, environmental protection, and other infrastructure that will provide long-term economic benefits.",AK,US,Fairbanks,64.84620389,-147.7238555,
16515,Department of Justice,1500,Department of Justice,15-0402,,2013,4,null,Grant,9/21/2009,"The Eastern Band of Cherokee Indians, under Category II, will enhance their detention and law enforcement capacity by funding the construction of a Multi-purpose Justice Center.","18,000,000",18000000,EBCI Correctional Facilities,"Punch windows, interior framing, and  EIFS have started. The project is still on schedule for a 08/29/2014 finish. ",More than 50% Completed,10 Laborer Positions,"1,800,000.00",10,9786389.19,13460060.46,0,,NC,US,Cherokee,35.61548208,-83.216551,
31787,National Science Foundation,4900,National Science Foundation,49-0107,,2013,4,1,Grant,6/2/2009,"The goal of this project is to increase substantially the number of Holy Cross undergraduates who enter the teaching profession in STEM disciplines, including students from underrepresented groups.  The project consists of five elements: (1) aggressive marketing of the Holy Cross Teacher Education Program (TEP) and the Noyce Scholarship Program to first- and second-year students; (2) new opportunites for first- and second-year STEM majors to serve as paid tutuors and mentors for local inner-city public and private school students learning concepts in mathematics and science; (3) restructuring of the practicum requirement in the Holy Cross TEP to remove scheduling barriers that uniquely affect STEM majors interested in teaching; (4) enhanced support and instruction specific to teaching science and math for STEM majors enrolled in our TEP; and (5) implementation of induction and mentoring activities to support new STEM teachers once they begin their post-graduate teaching responsibilites.  With these program enhancements and the scholarship support provided by the Robert Noyce Teacher Scholarshp Program, we will more than double the number of STEM students participating in the TEP over the next five years.  Various components of the project will draw on the strengths provided by STEM education in our liberal arts setting: excellence in the level of research-linked content instruction, an emphasis on active-learining and discovery-based teaching strategies, and opportunities to participate in mentoring relationships.  We will develop a model for how teacher education in STEM disciplines can be enhanced within liberal arts college settings.  Moreover, with the requirement that recipients of Noyce Scholarships commit to teaching in high-need school districts, we will contribute to the national effort to improve STEM teaching in districts where the need for highly qualified teachers is great.","900,000",900000,Attracting Liberal Arts STEM Students to Teaching: A Noyce Phase1 Proposal,Ten students were placed in middle school or high school mathematics and science classrooms/after-school programs. Students were paid $10 per hour for their tutoring work.  Students met with faculty members on the project team to discuss the nature of their tutoring activities and to learn about research in cognitive science that could influence their work as tutors.,Less Than 50% Completed,"Science and math tutors/interns: college student interns worked 5 hours per week in high needs school districts, assisting middle and high school students in learning STEM subjects. Interns acquired financial and career benefits. K-12 students in the local community acquired educational assistance.","90,000.00",10,205473.47,205473.47,0,,MA,US,Worcester,42.239687,-71.812669,
32230,Department of Justice,1500,Department of Justice,15-0412,,2013,4,null,Grant,7/1/2009,"All positions remained filled during this reporting period. Forty Officers are in the general fund and ten remain grant funded. This quarter the JSO had actual cumulative ARRA expenditures of $9,212,250. A drawdown of $221,509.33 was initiated and received during the quarter. ","9,212,250",9212250,COPS Hiring Recovery Program (CHRP),"All positions remained filled during this reporting period. Forty Officers are in the general fund and ten remain grant funded. This quarter the JSO had actual cumulative ARRA expenditures of $9,212,250. A drawdown of $221,509.33 was initiated and received during the quarter. ",More than 50% Completed,"10.00 Law Enforcement-Police Officers. To date the Jacksonville Sheriff's Office has 10.00 new positions with Recovery Act funding. Out of the 10.00 FTE positions the officers worked a total of 5,200 hours for the quarter. Based on actual hours worked the number of jobs created or retained for the quarter is 10.","921,225.00",10,9099362.89,9212250,0,,FL,US,Jacksonville,30.324668,-81.650706,
39193,Federal Transit Administration,6955,Federal Transit Administration,69-1101,N/A,2013,4,1,Grant,8/20/2009,"Invest in public trasportation by purchasing three 35' low-floor buses, six standard bus shelters and signage. ","1,208,633",1208633,"3 buses, 6 shelters, signage","This grant will allow Greenville Transit Authority to purchase three thirty-five foot low-floor buses, install six bus shelters, and install signage indicating bus routes and stops. ",Completed,As a result of this grant at least eight jobs were sustained through the placement of three Gillig bus orders. No new jobs were created. ,"120,863.30",10,1201578,1201578,0,N/A,SC,US,Mauldin/Simpsonville,34.8429404,-82.40974466,
47985,Department of Justice,1500,Department of Justice,15-0412,,2013,4,null,Grant,7/1/2009,"'The COPS Hiring Recovery Program (CHRP) provides funding directly to law enforcment agencies to hire and/or rehire career law enforcement in an effort to creat and preserve jobs, and to increase their community policing and crime prevention efforts.'","2,271,240",2271240,"""COPS Hiring Recovery Program""","The Dearborn Police Department has hired the alotted ten officers that were awarded.  All ten officers are assigned to the Patrol Division and work both shifts (12 hrs). Along with answering dispatched incidents, all ten officers assist in the community policing initiatives of the department. Moreover,the ten officers provide an opportunity for veteran officers to use their experience in a more vital community policing role. During this period, October 1- December 31, 2013,the Dearborn Police Department conducted 14 Crime Prevention/Community Policing Meetings and enlisted more than 6800 people in the NIXLE Emergency Alert System. ",More than 50% Completed,"This quarter veteran officers continued to be assigned to the city's business and shopping districts conducting Park and Walks and proactive patrols.  This was done, in part, to curb the elevated crime in those areas of concern.  This could not have been done without the assistance of the ten hires the department brought on under the grant.    The Department?s Crime Prevention Unit also assisted with mobile and foot patrols.   In addition, the Crime Prevention Unit handed out and gathered vital information for the department during this time period. ","227,124.00",10,2096217,2096217,0,,MI,US,Dearborn,42.31443,-83.200489,
68560,Department of Justice,1500,Department of Justice,15-0412,,2013,4,null,Grant,7/1/2009,"The COPS Hiring Recovery Program (CHRP) provides funding directly to law enforcement agencies to hire and/or rehire career law enforcement officers in an effort to create and preserve jobs, and to increase their community policing capacity and crime prevention efforts.","3,029,500",3029500,COPS Hiring Recovery Program (CHRP),"During this quarter, the Inglewood Police Department used COPS Hiring Recovery Program funds to retain eight (8) police officers. The police officers are assigned to the Office of Patrol Services and primarily respond to citizen calls for service. No additional officers were retained or hired during the quarter.",More than 50% Completed,Awarded 8 positions - The Inglewood Police Department has retained a total of eight (8) police officers using CHRP funds. ,"302,950.00",10,1350000,0,0, ,CA,US,Inglewood,33.961841,-118.35558,
70919,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,11/20/2009,RUS WASTE DISPOSAL LOAN for upgrades to the sewage collection system and sewage treatment plant. Funds will be used to eliminate inflow and infiltration into the collection system and to upgrade the sewage treatment plant to meet Chesapeake Bay discharge requirements.,"13,336,900",13336900,Wastewater Trmt. Upgrade,Rehabilitation fo the sewage treatment plant,Completed,Jobs created will be those persons working directly on the construction portion of the project. Jobs will be created or saved in the industries that will be supplying materials for the project.,"1,333,690.00",10,13336900,5700000,5700000,Rehabilitation of Sewage Treatment Plant,PA,US,Freeland,41.02738574,-75.86348419,
75274,Golden Field Office,89GO,Golden Field Office,89-0331,,2013,4,null,Grant,12/21/2009,"16 village tribal facility energy efficiency retrofits, street lights and biomass projects.","628,000",628000,Tanana Chiefs Conference Tribal Facility Energy Efficiency Retrofit Project,"Completed all scope of work for DE-EE0001928 award. All energy efficiency retrofit work has been completed at 13 villages, LED street light installation at McGrath, Alaska,high efficiency generator installation at Chalkyitsik, Alaska and biomass boiler installation at Holy Cross, Alaska.",Completed,Carpenters and laborers.,"62,800.00",10,210816.7,626666.17,0,,AK,US,Fairbanks,64.844211,-147.708714,
80720,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,5/18/2009,"538 - (Loan Only) Water Only - 09/10 Stimulus.  The project is to construct a 100,000 gallon elevated storage tower and install 8 miles of water line ranging in size from 6'-14' to alleviate low pressure problems.","2,956,000",2956000,2009 Water System Improvements,Project not started. Project is to improve water treatment plant to better serve the community.,More than 50% Completed,"5 pipeline worker, 5 eqp.  workers","295,600.00",10,1530000,0,0,,OK,US,Tishomingo,34.23591022,-96.68174506,
88323,U.S. Army Corps of Engineers - civil program financing only,96CE,U.S. Army Corps of Engineers - civil program financing only,96-3134,,2013,4,null,Grant,2/12/2010,Decommission Lakin lagoon; Rehab existing collection system in Camp Conley; Total customers served are 254 and new customers will be an additional 25.,"860,000",860000,Lakin/Camp Conley Sewer Extension,"Bids received, contracts awarded, construction underway.",More than 50% Completed,NA,"86,000.00",10,744420.8,744420.8,744420.8,System comprises waste water collection and treatment.,WV,US,Point Pleasant,38.863211,-82.08495,
